"sourceNode","targetNode","bicor","shared_name","cor_direction"
"Manes.15G099200","Manes.01G001200",-0.0975818245962482,"Manes.15G099200 (interacts with) Manes.01G001200","-"
"Manes.15G100400","Manes.01G001200",0.0775774026573303,"Manes.15G100400 (interacts with) Manes.01G001200","+"
"Manes.15G102000","Manes.01G001200",-0.296215796198933,"Manes.15G102000 (interacts with) Manes.01G001200","-"
"Manes.15G118600","Manes.01G001200",-0.00914678026800018,"Manes.15G118600 (interacts with) Manes.01G001200","-"
"Manes.15G122400","Manes.01G001200",-0.15112284738248,"Manes.15G122400 (interacts with) Manes.01G001200","-"
"Manes.15G122600","Manes.01G001200",-0.138193157496227,"Manes.15G122600 (interacts with) Manes.01G001200","-"
"Manes.15G131800","Manes.01G001200",-0.0295926008738178,"Manes.15G131800 (interacts with) Manes.01G001200","-"
"Manes.15G147700","Manes.01G001200",0.0190382391694507,"Manes.15G147700 (interacts with) Manes.01G001200","+"
"Manes.15G156700","Manes.01G001200",0.173275746238148,"Manes.15G156700 (interacts with) Manes.01G001200","+"
"Manes.15G170100","Manes.01G001200",-0.26423393831783,"Manes.15G170100 (interacts with) Manes.01G001200","-"
"Manes.15G190275","Manes.01G001200",-0.000669965613301505,"Manes.15G190275 (interacts with) Manes.01G001200","-"
"Manes.16G002600","Manes.01G001200",-0.0478388847778545,"Manes.16G002600 (interacts with) Manes.01G001200","-"
"Manes.16G006900","Manes.01G001200",0.216595507524132,"Manes.16G006900 (interacts with) Manes.01G001200","+"
"Manes.16G035000","Manes.01G001200",0.113063009886874,"Manes.16G035000 (interacts with) Manes.01G001200","+"
"Manes.16G036400","Manes.01G001200",0.264854241401437,"Manes.16G036400 (interacts with) Manes.01G001200","+"
"Manes.16G076300","Manes.01G001200",0.008086491262436,"Manes.16G076300 (interacts with) Manes.01G001200","+"
"Manes.16G090600","Manes.01G001200",0.196934881057911,"Manes.16G090600 (interacts with) Manes.01G001200","+"
"Manes.16G099600","Manes.01G001200",0.373757827324753,"Manes.16G099600 (interacts with) Manes.01G001200","+"
"Manes.16G106600","Manes.01G001200",0.171635524375844,"Manes.16G106600 (interacts with) Manes.01G001200","+"
"Manes.16G108900","Manes.01G001200",-0.296568918239771,"Manes.16G108900 (interacts with) Manes.01G001200","-"
"Manes.16G118600","Manes.01G001200",-0.189707527671161,"Manes.16G118600 (interacts with) Manes.01G001200","-"
"Manes.16G123800","Manes.01G001200",-0.282654184735045,"Manes.16G123800 (interacts with) Manes.01G001200","-"
"Manes.16G128400","Manes.01G001200",0.139420166529933,"Manes.16G128400 (interacts with) Manes.01G001200","+"
"Manes.16G135300","Manes.01G001200",0.0617206095755397,"Manes.16G135300 (interacts with) Manes.01G001200","+"
"Manes.17G038964","Manes.01G001200",-0.0218589052550347,"Manes.17G038964 (interacts with) Manes.01G001200","-"
"Manes.17G038908","Manes.01G001200",0.016570426302119,"Manes.17G038908 (interacts with) Manes.01G001200","+"
"Manes.17G049200","Manes.01G001200",0.191241045776338,"Manes.17G049200 (interacts with) Manes.01G001200","+"
"Manes.17G052300","Manes.01G001200",0.357480299185863,"Manes.17G052300 (interacts with) Manes.01G001200","+"
"Manes.17G053600","Manes.01G001200",0.142148129736826,"Manes.17G053600 (interacts with) Manes.01G001200","+"
"Manes.17G071300","Manes.01G001200",0.0986587925502484,"Manes.17G071300 (interacts with) Manes.01G001200","+"
"Manes.17G081000","Manes.01G001200",-0.00346958152143162,"Manes.17G081000 (interacts with) Manes.01G001200","-"
"Manes.17G098700","Manes.01G001200",-0.0824746442235156,"Manes.17G098700 (interacts with) Manes.01G001200","-"
"Manes.17G107100","Manes.01G001200",0.107518157880816,"Manes.17G107100 (interacts with) Manes.01G001200","+"
"Manes.17G108500","Manes.01G001200",-0.04153695423969,"Manes.17G108500 (interacts with) Manes.01G001200","-"
"Manes.18G001100","Manes.01G001200",0.211726511953744,"Manes.18G001100 (interacts with) Manes.01G001200","+"
"Manes.18G003300","Manes.01G001200",-0.0250978128633071,"Manes.18G003300 (interacts with) Manes.01G001200","-"
"Manes.18G007380","Manes.01G001200",-0.0972279414681393,"Manes.18G007380 (interacts with) Manes.01G001200","-"
"Manes.18G014000","Manes.01G001200",-0.103854997672546,"Manes.18G014000 (interacts with) Manes.01G001200","-"
"Manes.18G019650","Manes.01G001200",0.0202919542502602,"Manes.18G019650 (interacts with) Manes.01G001200","+"
"Manes.18G022600","Manes.01G001200",-0.0247821227136295,"Manes.18G022600 (interacts with) Manes.01G001200","-"
"Manes.18G027800","Manes.01G001200",0.192483483131253,"Manes.18G027800 (interacts with) Manes.01G001200","+"
"Manes.18G054615","Manes.01G001200",-0.218238536246634,"Manes.18G054615 (interacts with) Manes.01G001200","-"
"Manes.18G060600","Manes.01G001200",0.152863773917562,"Manes.18G060600 (interacts with) Manes.01G001200","+"
"Manes.18G063352","Manes.01G001200",0.13647159209593,"Manes.18G063352 (interacts with) Manes.01G001200","+"
"Manes.18G069600","Manes.01G001200",0.0412818164998309,"Manes.18G069600 (interacts with) Manes.01G001200","+"
"Manes.18G083251","Manes.01G001200",0.0779859292206387,"Manes.18G083251 (interacts with) Manes.01G001200","+"
"Manes.18G086800","Manes.01G001200",0.120307825067206,"Manes.18G086800 (interacts with) Manes.01G001200","+"
"Manes.18G087000","Manes.01G001200",-0.0481482147298605,"Manes.18G087000 (interacts with) Manes.01G001200","-"
"Manes.18G087401","Manes.01G001200",0.126529774659678,"Manes.18G087401 (interacts with) Manes.01G001200","+"
"Manes.18G100100","Manes.01G001200",0.193062976705953,"Manes.18G100100 (interacts with) Manes.01G001200","+"
"Manes.18G103000","Manes.01G001200",0.0707473877475729,"Manes.18G103000 (interacts with) Manes.01G001200","+"
"Manes.18G141800","Manes.01G001200",0.0217796878116028,"Manes.18G141800 (interacts with) Manes.01G001200","+"
"Phytoene","Manes.01G001200",-0.214379540535245,"Phytoene (interacts with) Manes.01G001200","-"
"Phytofluene","Manes.01G001200",-0.200623535335388,"Phytofluene (interacts with) Manes.01G001200","-"
"Zeta.Carotene","Manes.01G001200",-0.213852389102504,"Zeta.Carotene (interacts with) Manes.01G001200","-"
"Violaxanthin.peak.1","Manes.01G001200",0.281442709044566,"Violaxanthin.peak.1 (interacts with) Manes.01G001200","+"
"Violaxanthin.peak.2","Manes.01G001200",0.305071237089823,"Violaxanthin.peak.2 (interacts with) Manes.01G001200","+"
"Lutein","Manes.01G001200",0.140030617469573,"Lutein (interacts with) Manes.01G001200","+"
"total_carotenoids","Manes.01G001200",-0.233766671223189,"total_carotenoids (interacts with) Manes.01G001200","-"
"Beta.Carotene","Manes.01G001200",-0.256272561193341,"Beta.Carotene (interacts with) Manes.01G001200","-"
"total_violaxanthin","Manes.01G001200",0.300360492666268,"total_violaxanthin (interacts with) Manes.01G001200","+"
"percent_bcarotene","Manes.01G001200",-0.202490271764609,"percent_bcarotene (interacts with) Manes.01G001200","-"
"percent_ciscarotenes","Manes.01G001200",-0.166217006127304,"percent_ciscarotenes (interacts with) Manes.01G001200","-"
"ratio_cis_bc","Manes.01G001200",-0.153883953882617,"ratio_cis_bc (interacts with) Manes.01G001200","-"
"ratio_viola_bc","Manes.01G001200",0.425692345164822,"ratio_viola_bc (interacts with) Manes.01G001200","+"
"i_o_diff_TC","Manes.01G001200",-0.131036824169743,"i_o_diff_TC (interacts with) Manes.01G001200","-"
"dry_matter","Manes.01G001200",0.139928494641374,"dry_matter (interacts with) Manes.01G001200","+"
"i_o_diff_DM","Manes.01G001200",0.0972208659240522,"i_o_diff_DM (interacts with) Manes.01G001200","+"
"Manes.01G001200","Manes.01G023200",0.168460136441753,"Manes.01G001200 (interacts with) Manes.01G023200","+"
"Manes.01G023200","Manes.01G023200",1,"Manes.01G023200 (interacts with) Manes.01G023200","+"
"Manes.01G026700","Manes.01G023200",0.200769656183462,"Manes.01G026700 (interacts with) Manes.01G023200","+"
"Manes.01G069000","Manes.01G023200",0.10433250800951,"Manes.01G069000 (interacts with) Manes.01G023200","+"
"Manes.01G076500","Manes.01G023200",0.0970850156413917,"Manes.01G076500 (interacts with) Manes.01G023200","+"
"Manes.01G083600","Manes.01G023200",-0.0487431943009493,"Manes.01G083600 (interacts with) Manes.01G023200","-"
"Manes.01G091700","Manes.01G023200",-0.286852246699652,"Manes.01G091700 (interacts with) Manes.01G023200","-"
"Manes.01G116600","Manes.01G023200",0.0794997152828171,"Manes.01G116600 (interacts with) Manes.01G023200","+"
"Manes.01G123000","Manes.01G023200",0.0875085638140776,"Manes.01G123000 (interacts with) Manes.01G023200","+"
"Manes.01G124200","Manes.01G023200",0.0458776598497555,"Manes.01G124200 (interacts with) Manes.01G023200","+"
"Manes.01G129000","Manes.01G023200",-0.136386437441399,"Manes.01G129000 (interacts with) Manes.01G023200","-"
"Manes.01G134800","Manes.01G023200",0.539160259252444,"Manes.01G134800 (interacts with) Manes.01G023200","+"
"Manes.01G153600","Manes.01G023200",0.339632215655261,"Manes.01G153600 (interacts with) Manes.01G023200","+"
"Manes.01G157500","Manes.01G023200",0.410323444355981,"Manes.01G157500 (interacts with) Manes.01G023200","+"
"Manes.01G162300","Manes.01G023200",0.530969635035343,"Manes.01G162300 (interacts with) Manes.01G023200","+"
"Manes.01G165700","Manes.01G023200",0.119976627145838,"Manes.01G165700 (interacts with) Manes.01G023200","+"
"Manes.01G173500","Manes.01G023200",0.368245303286155,"Manes.01G173500 (interacts with) Manes.01G023200","+"
"Manes.01G176400","Manes.01G023200",0.227133844104345,"Manes.01G176400 (interacts with) Manes.01G023200","+"
"Manes.01G184000","Manes.01G023200",0.14052148259633,"Manes.01G184000 (interacts with) Manes.01G023200","+"
"Manes.01G194500","Manes.01G023200",0.405783202150769,"Manes.01G194500 (interacts with) Manes.01G023200","+"
"Manes.01G200300","Manes.01G023200",-0.193366479485661,"Manes.01G200300 (interacts with) Manes.01G023200","-"
"Manes.01G221900","Manes.01G023200",-0.223420514278113,"Manes.01G221900 (interacts with) Manes.01G023200","-"
"Manes.01G236700","Manes.01G023200",0.0409433220084793,"Manes.01G236700 (interacts with) Manes.01G023200","+"
"Manes.01G239900","Manes.01G023200",-0.136594802582161,"Manes.01G239900 (interacts with) Manes.01G023200","-"
"Manes.01G263700","Manes.01G023200",0.155954342310616,"Manes.01G263700 (interacts with) Manes.01G023200","+"
"Manes.01G270900","Manes.01G023200",0.142033982973816,"Manes.01G270900 (interacts with) Manes.01G023200","+"
"Manes.02G001000","Manes.01G023200",0.0783822786568941,"Manes.02G001000 (interacts with) Manes.01G023200","+"
"Manes.02G006200","Manes.01G023200",0.129815205139456,"Manes.02G006200 (interacts with) Manes.01G023200","+"
"Manes.02G017610","Manes.01G023200",0.0995244121681562,"Manes.02G017610 (interacts with) Manes.01G023200","+"
"Manes.02G030900","Manes.01G023200",0.0523278323524608,"Manes.02G030900 (interacts with) Manes.01G023200","+"
"Manes.02G035200","Manes.01G023200",0.319476398690624,"Manes.02G035200 (interacts with) Manes.01G023200","+"
"Manes.02G035900","Manes.01G023200",-0.157790911583826,"Manes.02G035900 (interacts with) Manes.01G023200","-"
"Manes.02G038200","Manes.01G023200",0.130728992825472,"Manes.02G038200 (interacts with) Manes.01G023200","+"
"Manes.02G046733","Manes.01G023200",0.0664723728737117,"Manes.02G046733 (interacts with) Manes.01G023200","+"
"Manes.02G052200","Manes.01G023200",0.165764031966518,"Manes.02G052200 (interacts with) Manes.01G023200","+"
"Manes.02G052240","Manes.01G023200",0.119937856685752,"Manes.02G052240 (interacts with) Manes.01G023200","+"
"Manes.02G052280","Manes.01G023200",0.105022406033004,"Manes.02G052280 (interacts with) Manes.01G023200","+"
"Manes.02G052360","Manes.01G023200",0.0359749510742588,"Manes.02G052360 (interacts with) Manes.01G023200","+"
"Manes.02G052520","Manes.01G023200",0.0815937420576152,"Manes.02G052520 (interacts with) Manes.01G023200","+"
"Manes.02G052600","Manes.01G023200",0.260944816911112,"Manes.02G052600 (interacts with) Manes.01G023200","+"
"Manes.02G064400","Manes.01G023200",-0.00481462006866951,"Manes.02G064400 (interacts with) Manes.01G023200","-"
"Manes.02G068600","Manes.01G023200",0.388525061090699,"Manes.02G068600 (interacts with) Manes.01G023200","+"
"Manes.02G080600","Manes.01G023200",-0.277515133280075,"Manes.02G080600 (interacts with) Manes.01G023200","-"
"Manes.02G081700","Manes.01G023200",0.337655952992398,"Manes.02G081700 (interacts with) Manes.01G023200","+"
"Manes.02G082800","Manes.01G023200",0.370090016887951,"Manes.02G082800 (interacts with) Manes.01G023200","+"
"Manes.02G086900","Manes.01G023200",-0.137410488896535,"Manes.02G086900 (interacts with) Manes.01G023200","-"
"Manes.02G090600","Manes.01G023200",0.171562826017637,"Manes.02G090600 (interacts with) Manes.01G023200","+"
"Manes.02G093200","Manes.01G023200",0.0477613014313658,"Manes.02G093200 (interacts with) Manes.01G023200","+"
"Manes.02G101600","Manes.01G023200",0.056711047806536,"Manes.02G101600 (interacts with) Manes.01G023200","+"
"Manes.02G110200","Manes.01G023200",0.122554036456531,"Manes.02G110200 (interacts with) Manes.01G023200","+"
"Manes.02G112500","Manes.01G023200",-0.0169577859165594,"Manes.02G112500 (interacts with) Manes.01G023200","-"
"Manes.02G116900","Manes.01G023200",-0.253687777882519,"Manes.02G116900 (interacts with) Manes.01G023200","-"
"Manes.02G120500","Manes.01G023200",0.216783272285631,"Manes.02G120500 (interacts with) Manes.01G023200","+"
"Manes.02G122500","Manes.01G023200",0.429143793405271,"Manes.02G122500 (interacts with) Manes.01G023200","+"
"Manes.02G132800","Manes.01G023200",0.241563189297351,"Manes.02G132800 (interacts with) Manes.01G023200","+"
"Manes.02G134400","Manes.01G023200",0.329811054940825,"Manes.02G134400 (interacts with) Manes.01G023200","+"
"Manes.02G146400","Manes.01G023200",-0.201581301993426,"Manes.02G146400 (interacts with) Manes.01G023200","-"
"Manes.02G154900","Manes.01G023200",0.315890142933282,"Manes.02G154900 (interacts with) Manes.01G023200","+"
"Manes.02G190800","Manes.01G023200",0.416601435110808,"Manes.02G190800 (interacts with) Manes.01G023200","+"
"Manes.02G194100","Manes.01G023200",-0.0576297548897569,"Manes.02G194100 (interacts with) Manes.01G023200","-"
"Manes.02G226001","Manes.01G023200",-0.0148498885418299,"Manes.02G226001 (interacts with) Manes.01G023200","-"
"Manes.03G017900","Manes.01G023200",0.336409701315513,"Manes.03G017900 (interacts with) Manes.01G023200","+"
"Manes.03G026700","Manes.01G023200",0.105139728250376,"Manes.03G026700 (interacts with) Manes.01G023200","+"
"Manes.03G029300","Manes.01G023200",-0.129386571714957,"Manes.03G029300 (interacts with) Manes.01G023200","-"
"Manes.03G044400","Manes.01G023200",0.331073782229272,"Manes.03G044400 (interacts with) Manes.01G023200","+"
"Manes.03G049200","Manes.01G023200",0.0626211548315122,"Manes.03G049200 (interacts with) Manes.01G023200","+"
"Manes.03G058700","Manes.01G023200",0.567179551015561,"Manes.03G058700 (interacts with) Manes.01G023200","+"
"Manes.03G096600","Manes.01G023200",0.0048060137755475,"Manes.03G096600 (interacts with) Manes.01G023200","+"
"Manes.03G083500","Manes.01G023200",-0.0141762776727956,"Manes.03G083500 (interacts with) Manes.01G023200","-"
"Manes.03G083900","Manes.01G023200",0.0737907597162701,"Manes.03G083900 (interacts with) Manes.01G023200","+"
"Manes.03G103200","Manes.01G023200",0.327159678441009,"Manes.03G103200 (interacts with) Manes.01G023200","+"
"Manes.03G129800","Manes.01G023200",-0.0234096469155996,"Manes.03G129800 (interacts with) Manes.01G023200","-"
"Manes.03G133300","Manes.01G023200",0.0588974549522278,"Manes.03G133300 (interacts with) Manes.01G023200","+"
"Manes.03G143700","Manes.01G023200",-0.0674159620972097,"Manes.03G143700 (interacts with) Manes.01G023200","-"
"Manes.03G150400","Manes.01G023200",0.00982732266990562,"Manes.03G150400 (interacts with) Manes.01G023200","+"
"Manes.03G155800","Manes.01G023200",0.0831380082742656,"Manes.03G155800 (interacts with) Manes.01G023200","+"
"Manes.03G164100","Manes.01G023200",0.141868494833395,"Manes.03G164100 (interacts with) Manes.01G023200","+"
"Manes.03G171200","Manes.01G023200",0.293567487802341,"Manes.03G171200 (interacts with) Manes.01G023200","+"
"Manes.03G191000","Manes.01G023200",0.0821506078684385,"Manes.03G191000 (interacts with) Manes.01G023200","+"
"Manes.03G198900","Manes.01G023200",-0.0665407232687511,"Manes.03G198900 (interacts with) Manes.01G023200","-"
"Manes.03G202500","Manes.01G023200",-0.0704363219922845,"Manes.03G202500 (interacts with) Manes.01G023200","-"
"Manes.03G206800","Manes.01G023200",0.160947451546808,"Manes.03G206800 (interacts with) Manes.01G023200","+"
"Manes.03G209100","Manes.01G023200",0.281818955268235,"Manes.03G209100 (interacts with) Manes.01G023200","+"
"Manes.04G021700","Manes.01G023200",-0.0709259499100085,"Manes.04G021700 (interacts with) Manes.01G023200","-"
"Manes.04G043700","Manes.01G023200",0.188617603758365,"Manes.04G043700 (interacts with) Manes.01G023200","+"
"Manes.04G053480","Manes.01G023200",0.153949381247155,"Manes.04G053480 (interacts with) Manes.01G023200","+"
"Manes.04G078300","Manes.01G023200",0.356639788910157,"Manes.04G078300 (interacts with) Manes.01G023200","+"
"Manes.04G083800","Manes.01G023200",-0.0120589189935693,"Manes.04G083800 (interacts with) Manes.01G023200","-"
"Manes.04G134700","Manes.01G023200",0.332028555467112,"Manes.04G134700 (interacts with) Manes.01G023200","+"
"Manes.04G141800","Manes.01G023200",0.414467454090395,"Manes.04G141800 (interacts with) Manes.01G023200","+"
"Manes.04G160400","Manes.01G023200",0.0123506479991804,"Manes.04G160400 (interacts with) Manes.01G023200","+"
"Manes.04G164700","Manes.01G023200",-0.297344413900844,"Manes.04G164700 (interacts with) Manes.01G023200","-"
